play_date,version,character_code,character_name,pick_count,team_count,top3_rate,win_rate,avg_rank,total_slots,total_teams,pick_share
2026-02-15,2.0,84,블레어,68,68,41.18,17.65,4.191,5163,1721,1.32
2026-02-15,2.0,26,바바라,65,65,44.62,10.77,4.215,5163,1721,1.26
2026-02-15,2.0,82,슈린,61,61,40.98,14.75,4.295,5163,1721,1.18
2026-02-15,2.0,39,카밀로,60,60,43.33,15.0,4.05,5163,1721,1.16
2026-02-15,2.0,48,띠아,60,60,28.33,5.0,4.667,5163,1721,1.16
2026-02-15,2.0,70,츠바메,59,59,38.98,11.86,4.61,5163,1721,1.14
2026-02-15,2.0,7,현우,58,58,41.38,10.34,4.379,5163,1721,1.12
2026-02-15,2.0,55,에스텔,57,57,36.84,15.79,4.281,5163,1721,1.1
2026-02-15,2.0,47,라우라,56,56,35.71,17.86,4.482,5163,1721,1.08
2026-02-15,2.0,80,이슈트반,56,56,42.86,19.64,4.268,5163,1721,1.08
2026-02-15,2.0,1,재키,54,54,38.89,9.26,4.407,5163,1721,1.05
2026-02-15,2.0,15,시셀라,52,52,30.77,13.46,4.423,5163,1721,1.01
2026-02-15,2.0,18,쇼이치,52,52,30.77,3.85,4.788,5163,1721,1.01
2026-02-15,2.0,27,알렉스,52,52,42.31,9.62,4.385,5163,1721,1.01
2026-02-15,2.0,54,칼라,52,52,23.08,5.77,4.885,5163,1721,1.01
2026-02-15,2.0,6,나딘,51,51,41.18,17.65,4.451,5163,1721,0.99
2026-02-15,2.0,68,알론소,50,50,46.0,28.0,4.12,5163,1721,0.97
2026-02-15,2.0,59,아이작,49,49,36.73,14.29,4.735,5163,1721,0.95
2026-02-15,2.0,36,이바,48,48,45.83,16.67,4.146,5163,1721,0.93
2026-02-15,2.0,77,유민,48,48,37.5,10.42,4.396,5163,1721,0.93
2026-02-15,2.0,81,니아,48,48,27.08,8.33,4.771,5163,1721,0.93
2026-02-15,2.0,28,수아,47,47,25.53,8.51,4.894,5163,1721,0.91
2026-02-15,2.0,76,가넷,47,47,27.66,2.13,5.213,5163,1721,0.91
2026-02-15,2.0,63,이안,46,46,43.48,15.22,4.413,5163,1721,0.89
2026-02-15,2.0,71,케네스,46,46,36.96,10.87,4.435,5163,1721,0.89
2026-02-15,2.0,62,테오도르,45,45,33.33,13.33,4.578,5163,1721,0.87
2026-02-15,2.0,25,버니스,44,44,43.18,15.91,4.159,5163,1721,0.85
2026-02-15,2.0,12,혜진,39,39,43.59,20.51,4.231,5163,1721,0.76
2026-02-15,2.0,49,펠릭스,38,38,42.11,15.79,4.184,5163,1721,0.74
2026-02-15,2.0,17,아드리아나,37,37,27.03,5.41,4.946,5163,1721,0.72
2026-02-15,2.0,35,얀,37,37,24.32,5.41,5.162,5163,1721,0.72
2026-02-15,2.0,40,클로에,37,37,40.54,10.81,4.27,5163,1721,0.72
2026-02-15,2.0,13,쇼우,34,34,44.12,5.88,4.324,5163,1721,0.66
2026-02-15,2.0,19,엠마,34,34,44.12,17.65,4.294,5163,1721,0.66
2026-02-15,2.0,45,마이,34,34,38.24,14.71,4.382,5163,1721,0.66
2026-02-15,2.0,46,에이든,34,34,23.53,8.82,4.765,5163,1721,0.66
2026-02-15,2.0,50,엘레나,34,34,50.0,17.65,4.176,5163,1721,0.66
2026-02-15,2.0,5,자히르,32,32,46.88,34.38,3.875,5163,1721,0.62
2026-02-15,2.0,69,레니,32,32,31.25,6.25,4.969,5163,1721,0.62
2026-02-15,2.0,24,아델라,28,28,35.71,3.57,4.643,5163,1721,0.54
2026-02-15,2.0,66,아르다,28,28,50.0,17.86,3.893,5163,1721,0.54
2026-02-15,2.0,3,피오라,27,27,51.85,18.52,3.963,5163,1721,0.52
2026-02-15,2.0,23,캐시,26,26,46.15,19.23,4.154,5163,1721,0.5
2026-02-15,2.0,43,셀린,26,26,53.85,19.23,3.962,5163,1721,0.5
2026-02-15,2.0,73,샬럿,26,26,26.92,11.54,4.5,5163,1721,0.5
2026-02-15,2.0,34,나타폰,24,24,50.0,20.83,3.75,5163,1721,0.46
2026-02-15,2.0,37,다니엘,24,24,54.17,12.5,3.667,5163,1721,0.46
2026-02-15,2.0,52,아디나,23,23,47.83,17.39,4.13,5163,1721,0.45
2026-02-15,2.0,44,에키온,22,22,36.36,22.73,4.364,5163,1721,0.43
2026-02-15,2.0,16,실비아,21,21,33.33,4.76,4.143,5163,1721,0.41
2026-02-15,2.0,61,이렘,20,20,25.0,0.0,5.05,5163,1721,0.39
2026-02-15,2.0,32,윌리엄,18,18,27.78,11.11,4.833,5163,1721,0.35
2026-02-15,2.0,8,하트,17,17,41.18,11.76,4.176,5163,1721,0.33
2026-02-15,2.0,41,요한,14,14,28.57,14.29,4.857,5163,1721,0.27
2026-02-15,2.0,56,피올로,13,13,53.85,15.38,3.462,5163,1721,0.25
2026-02-15,2.0,38,제니,12,12,41.67,16.67,3.667,5163,1721,0.23
2026-02-15,2.0,60,타지아,12,12,41.67,16.67,4.417,5163,1721,0.23
2026-02-15,2.0,57,마르티나,11,11,81.82,18.18,2.727,5163,1721,0.21
2026-02-15,2.0,51,프리야,9,9,66.67,33.33,3.333,5163,1721,0.17
2026-02-16,2.0,72,카티야,84,84,46.43,17.86,4.036,1884,628,4.46
2026-02-16,2.0,78,히스이,72,72,34.72,9.72,4.569,1884,628,3.82
2026-02-16,2.0,2,아야,62,62,30.65,4.84,5.0,1884,628,3.29
2026-02-16,2.0,74,다르코,55,55,34.55,12.73,4.455,1884,628,2.92
2026-02-16,2.0,64,바냐,48,48,39.58,12.5,4.438,1884,628,2.55
2026-02-16,2.0,65,데비&마를렌,47,47,38.3,4.26,4.553,1884,628,2.49
2026-02-16,2.0,75,르노어,44,44,34.09,15.91,4.818,1884,628,2.34
2026-02-16,2.0,21,로지,40,40,35.0,7.5,4.375,1884,628,2.12
2026-02-16,2.0,31,리오,40,40,42.5,10.0,4.475,1884,628,2.12
2026-02-16,2.0,22,루크,38,38,31.58,13.16,4.763,1884,628,2.02
2026-02-16,2.0,86,펜리르,37,37,40.54,18.92,4.27,1884,628,1.96
2026-02-16,2.0,53,마커스,36,36,41.67,11.11,4.361,1884,628,1.91
2026-02-16,2.0,58,헤이즈,36,36,47.22,16.67,4.111,1884,628,1.91
2026-02-16,2.0,67,아비게일,36,36,44.44,22.22,4.472,1884,628,1.91
2026-02-16,2.0,29,레온,35,35,42.86,8.57,4.171,1884,628,1.86
2026-02-16,2.0,30,일레븐,34,34,41.18,14.71,4.382,1884,628,1.8
2026-02-16,2.0,4,매그너스,33,33,39.39,6.06,4.545,1884,628,1.75
2026-02-16,2.0,84,블레어,33,33,36.36,18.18,4.303,1884,628,1.75
2026-02-16,2.0,85,미르카,33,33,33.33,15.15,4.455,1884,628,1.75
2026-02-16,2.0,83,헨리,31,31,45.16,9.68,4.226,1884,628,1.65
2026-02-16,2.0,14,키아라,30,30,36.67,10.0,4.033,1884,628,1.59
2026-02-16,2.0,39,카밀로,30,30,26.67,10.0,4.9,1884,628,1.59
2026-02-16,2.0,10,리 다이린,29,29,41.38,13.79,4.138,1884,628,1.54
2026-02-16,2.0,11,유키,28,28,28.57,10.71,5.286,1884,628,1.49
2026-02-16,2.0,81,니아,27,27,48.15,18.52,4.037,1884,628,1.43
2026-02-16,2.0,1,재키,26,26,42.31,11.54,4.038,1884,628,1.38
2026-02-16,2.0,59,아이작,26,26,46.15,19.23,3.846,1884,628,1.38
2026-02-16,2.0,82,슈린,26,26,38.46,11.54,5.038,1884,628,1.38
2026-02-16,2.0,18,쇼이치,24,24,29.17,8.33,4.792,1884,628,1.27
2026-02-16,2.0,71,케네스,24,24,29.17,12.5,4.917,1884,628,1.27
2026-02-16,2.0,79,유스티나,24,24,50.0,16.67,3.75,1884,628,1.27
2026-02-16,2.0,9,아이솔,23,23,39.13,13.04,3.957,1884,628,1.22
2026-02-16,2.0,20,레녹스,23,23,21.74,13.04,5.087,1884,628,1.22
2026-02-16,2.0,33,니키,23,23,56.52,17.39,3.87,1884,628,1.22
2026-02-16,2.0,70,츠바메,23,23,26.09,4.35,5.043,1884,628,1.22
2026-02-16,2.0,26,바바라,22,22,22.73,9.09,5.318,1884,628,1.17
2026-02-16,2.0,68,알론소,22,22,45.45,22.73,4.136,1884,628,1.17
2026-02-16,2.0,80,이슈트반,21,21,23.81,0.0,4.857,1884,628,1.11
2026-02-16,2.0,25,버니스,20,20,35.0,10.0,4.25,1884,628,1.06
2026-02-16,2.0,3,피오라,19,19,52.63,26.32,3.789,1884,628,1.01
2026-02-16,2.0,15,시셀라,19,19,47.37,21.05,4.105,1884,628,1.01
2026-02-16,2.0,27,알렉스,19,19,42.11,5.26,4.263,1884,628,1.01
2026-02-16,2.0,28,수아,19,19,52.63,10.53,3.632,1884,628,1.01
2026-02-16,2.0,42,비앙카,19,19,42.11,10.53,4.211,1884,628,1.01
2026-02-16,2.0,77,유민,19,19,26.32,10.53,4.895,1884,628,1.01
2026-02-16,2.0,7,현우,17,17,23.53,17.65,4.765,1884,628,0.9
2026-02-16,2.0,8,하트,17,17,47.06,17.65,4.294,1884,628,0.9
2026-02-16,2.0,54,칼라,17,17,29.41,5.88,4.706,1884,628,0.9
2026-02-16,2.0,73,샬럿,17,17,23.53,5.88,5.0,1884,628,0.9
2026-02-16,2.0,17,아드리아나,16,16,56.25,18.75,3.812,1884,628,0.85
2026-02-16,2.0,36,이바,16,16,43.75,12.5,4.312,1884,628,0.85
2026-02-16,2.0,55,에스텔,16,16,31.25,12.5,4.0,1884,628,0.85
2026-02-16,2.0,76,가넷,16,16,37.5,6.25,4.938,1884,628,0.85
2026-02-16,2.0,12,혜진,14,14,50.0,14.29,4.071,1884,628,0.74
2026-02-16,2.0,13,쇼우,14,14,35.71,14.29,4.071,1884,628,0.74
2026-02-16,2.0,45,마이,14,14,42.86,14.29,4.286,1884,628,0.74
2026-02-16,2.0,37,다니엘,13,13,38.46,7.69,4.692,1884,628,0.69
2026-02-16,2.0,46,에이든,13,13,38.46,30.77,3.692,1884,628,0.69
2026-02-16,2.0,62,테오도르,13,13,53.85,7.69,3.846,1884,628,0.69
2026-02-16,2.0,63,이안,13,13,23.08,7.69,4.923,1884,628,0.69
2026-02-16,2.0,32,윌리엄,12,12,16.67,8.33,5.333,1884,628,0.64
2026-02-16,2.0,40,클로에,12,12,58.33,25.0,3.667,1884,628,0.64
2026-02-16,2.0,48,띠아,12,12,16.67,8.33,4.917,1884,628,0.64
2026-02-16,2.0,6,나딘,11,11,36.36,9.09,4.818,1884,628,0.58
2026-02-16,2.0,47,라우라,11,11,27.27,0.0,5.455,1884,628,0.58
2026-02-16,2.0,69,레니,11,11,36.36,18.18,4.636,1884,628,0.58
2026-02-16,2.0,24,아델라,10,10,50.0,10.0,3.9,1884,628,0.53
2026-02-16,2.0,34,나타폰,9,9,33.33,11.11,4.556,1884,628,0.48
2026-02-16,2.0,38,제니,9,9,44.44,22.22,4.556,1884,628,0.48
2026-02-16,2.0,43,셀린,9,9,55.56,44.44,3.222,1884,628,0.48
2026-02-16,2.0,52,아디나,9,9,66.67,55.56,3.333,1884,628,0.48
2026-02-16,2.0,61,이렘,9,9,33.33,11.11,3.889,1884,628,0.48
2026-02-16,2.0,44,에키온,8,8,12.5,12.5,5.0,1884,628,0.42
2026-02-16,2.0,5,자히르,7,7,42.86,0.0,4.143,1884,628,0.37
2026-02-16,2.0,16,실비아,7,7,57.14,0.0,4.429,1884,628,0.37
2026-02-16,2.0,49,펠릭스,7,7,57.14,42.86,3.571,1884,628,0.37
2026-02-16,2.0,66,아르다,7,7,42.86,0.0,4.714,1884,628,0.37
2026-02-16,2.0,23,캐시,6,6,16.67,0.0,4.833,1884,628,0.32
2026-02-16,2.0,56,피올로,6,6,66.67,50.0,2.667,1884,628,0.32
2026-02-16,2.0,19,엠마,5,5,20.0,0.0,5.4,1884,628,0.27
2026-02-16,2.0,35,얀,5,5,20.0,0.0,6.0,1884,628,0.27
2026-02-16,2.0,51,프리야,5,5,40.0,0.0,4.6,1884,628,0.27
2026-02-16,2.0,57,마르티나,4,4,25.0,0.0,5.0,1884,628,0.21
2026-02-16,2.0,60,타지아,4,4,25.0,0.0,5.0,1884,628,0.21
2026-02-16,2.0,50,엘레나,3,3,0.0,0.0,6.0,1884,628,0.16
2026-02-16,2.0,41,요한,1,1,0.0,0.0,5.0,1884,628,0.05
2026-02-17,2.0,72,카티야,95,95,45.26,17.89,4.032,1785,595,5.32
2026-02-17,2.0,78,히스이,62,62,35.48,9.68,4.774,1785,595,3.47
2026-02-17,2.0,74,다르코,49,49,51.02,18.37,4.061,1785,595,2.75
2026-02-17,2.0,2,아야,48,48,29.17,10.42,4.417,1785,595,2.69
2026-02-17,2.0,64,바냐,45,45,44.44,4.44,4.467,1785,595,2.52
2026-02-17,2.0,11,유키,44,44,40.91,18.18,4.023,1785,595,2.46
2026-02-17,2.0,58,헤이즈,41,41,39.02,17.07,3.927,1785,595,2.3
2026-02-17,2.0,67,아비게일,41,41,41.46,17.07,4.171,1785,595,2.3
2026-02-17,2.0,65,데비&마를렌,40,40,27.5,12.5,4.775,1785,595,2.24
2026-02-17,2.0,84,블레어,40,40,27.5,10.0,4.675,1785,595,2.24
2026-02-17,2.0,86,펜리르,40,40,27.5,7.5,5.25,1785,595,2.24
2026-02-17,2.0,21,로지,38,38,50.0,13.16,3.921,1785,595,2.13
2026-02-17,2.0,22,루크,35,35,37.14,14.29,4.429,1785,595,1.96
2026-02-17,2.0,26,바바라,35,35,34.29,11.43,5.143,1785,595,1.96
2026-02-17,2.0,53,마커스,35,35,31.43,17.14,4.486,1785,595,1.96
2026-02-17,2.0,80,이슈트반,33,33,51.52,9.09,4.182,1785,595,1.85
2026-02-17,2.0,85,미르카,33,33,30.3,0.0,4.788,1785,595,1.85
2026-02-17,2.0,75,르노어,32,32,43.75,25.0,4.125,1785,595,1.79
2026-02-17,2.0,14,키아라,30,30,33.33,6.67,4.533,1785,595,1.68
2026-02-17,2.0,20,레녹스,26,26,50.0,3.85,4.0,1785,595,1.46
2026-02-17,2.0,30,일레븐,26,26,50.0,15.38,3.846,1785,595,1.46
2026-02-17,2.0,31,리오,26,26,46.15,11.54,4.077,1785,595,1.46
2026-02-17,2.0,81,니아,26,26,50.0,7.69,4.0,1785,595,1.46
2026-02-17,2.0,1,재키,24,24,37.5,12.5,4.417,1785,595,1.34
2026-02-17,2.0,33,니키,24,24,41.67,4.17,4.75,1785,595,1.34
2026-02-17,2.0,82,슈린,24,24,41.67,8.33,4.208,1785,595,1.34
2026-02-17,2.0,39,카밀로,23,23,34.78,13.04,4.696,1785,595,1.29
2026-02-17,2.0,79,유스티나,23,23,47.83,17.39,3.826,1785,595,1.29
2026-02-17,2.0,9,아이솔,22,22,50.0,13.64,4.182,1785,595,1.23
2026-02-17,2.0,18,쇼이치,22,22,27.27,22.73,4.545,1785,595,1.23
2026-02-17,2.0,27,알렉스,22,22,31.82,0.0,4.636,1785,595,1.23
2026-02-17,2.0,70,츠바메,22,22,36.36,18.18,4.364,1785,595,1.23
2026-02-17,2.0,10,리 다이린,21,21,14.29,0.0,5.333,1785,595,1.18
2026-02-17,2.0,4,매그너스,20,20,20.0,5.0,5.05,1785,595,1.12
2026-02-17,2.0,7,현우,20,20,45.0,15.0,4.25,1785,595,1.12
2026-02-17,2.0,29,레온,20,20,45.0,5.0,4.35,1785,595,1.12
2026-02-17,2.0,55,에스텔,20,20,55.0,25.0,3.3,1785,595,1.12
2026-02-17,2.0,17,아드리아나,19,19,31.58,15.79,4.632,1785,595,1.06
2026-02-17,2.0,15,시셀라,18,18,33.33,11.11,4.611,1785,595,1.01
2026-02-17,2.0,42,비앙카,18,18,38.89,5.56,4.833,1785,595,1.01
2026-02-17,2.0,48,띠아,18,18,33.33,11.11,4.833,1785,595,1.01
2026-02-17,2.0,56,피올로,18,18,44.44,22.22,4.0,1785,595,1.01
2026-02-17,2.0,63,이안,18,18,33.33,16.67,4.333,1785,595,1.01
2026-02-17,2.0,83,헨리,18,18,44.44,22.22,4.167,1785,595,1.01
2026-02-17,2.0,46,에이든,16,16,37.5,12.5,4.188,1785,595,0.9
2026-02-17,2.0,59,아이작,16,16,68.75,25.0,3.188,1785,595,0.9
2026-02-17,2.0,3,피오라,15,15,33.33,20.0,4.6,1785,595,0.84
2026-02-17,2.0,36,이바,15,15,46.67,0.0,4.6,1785,595,0.84
2026-02-17,2.0,71,케네스,15,15,33.33,13.33,3.8,1785,595,0.84
2026-02-17,2.0,13,쇼우,14,14,28.57,7.14,5.143,1785,595,0.78
2026-02-17,2.0,40,클로에,14,14,14.29,7.14,5.071,1785,595,0.78
2026-02-17,2.0,45,마이,14,14,28.57,7.14,4.143,1785,595,0.78
2026-02-17,2.0,68,알론소,14,14,7.14,0.0,5.643,1785,595,0.78
2026-02-17,2.0,69,레니,14,14,35.71,7.14,5.143,1785,595,0.78
2026-02-17,2.0,77,유민,14,14,57.14,42.86,3.214,1785,595,0.78
2026-02-17,2.0,19,엠마,13,13,53.85,15.38,3.769,1785,595,0.73
2026-02-17,2.0,25,버니스,13,13,30.77,7.69,4.692,1785,595,0.73
2026-02-17,2.0,52,아디나,13,13,38.46,7.69,4.538,1785,595,0.73
2026-02-17,2.0,66,아르다,13,13,30.77,7.69,4.769,1785,595,0.73
2026-02-17,2.0,76,가넷,13,13,46.15,30.77,3.846,1785,595,0.73
2026-02-17,2.0,28,수아,12,12,58.33,25.0,3.5,1785,595,0.67
2026-02-17,2.0,38,제니,12,12,50.0,25.0,4.25,1785,595,0.67
2026-02-17,2.0,35,얀,11,11,45.45,27.27,4.0,1785,595,0.62
2026-02-17,2.0,50,엘레나,11,11,45.45,18.18,4.091,1785,595,0.62
2026-02-17,2.0,6,나딘,10,10,30.0,0.0,4.6,1785,595,0.56
2026-02-17,2.0,47,라우라,10,10,30.0,10.0,4.1,1785,595,0.56
2026-02-17,2.0,61,이렘,10,10,60.0,30.0,3.3,1785,595,0.56
2026-02-17,2.0,8,하트,9,9,11.11,0.0,5.556,1785,595,0.5
2026-02-17,2.0,23,캐시,9,9,44.44,22.22,3.778,1785,595,0.5
2026-02-17,2.0,24,아델라,9,9,22.22,11.11,5.778,1785,595,0.5
2026-02-17,2.0,37,다니엘,9,9,33.33,11.11,3.889,1785,595,0.5
2026-02-17,2.0,49,펠릭스,9,9,33.33,11.11,5.0,1785,595,0.5
2026-02-17,2.0,12,혜진,8,8,25.0,0.0,4.75,1785,595,0.45
2026-02-17,2.0,16,실비아,8,8,75.0,25.0,2.75,1785,595,0.45
2026-02-17,2.0,34,나타폰,8,8,25.0,12.5,5.125,1785,595,0.45
2026-02-17,2.0,62,테오도르,8,8,37.5,25.0,4.25,1785,595,0.45
2026-02-17,2.0,5,자히르,7,7,57.14,28.57,3.714,1785,595,0.39
2026-02-17,2.0,44,에키온,7,7,42.86,14.29,4.571,1785,595,0.39
2026-02-17,2.0,51,프리야,7,7,57.14,0.0,4.0,1785,595,0.39
2026-02-17,2.0,54,칼라,7,7,42.86,14.29,4.286,1785,595,0.39
2026-02-17,2.0,32,윌리엄,6,6,16.67,0.0,5.5,1785,595,0.34
2026-02-17,2.0,41,요한,6,6,33.33,16.67,4.5,1785,595,0.34
2026-02-17,2.0,57,마르티나,5,5,20.0,0.0,5.0,1785,595,0.28
2026-02-17,2.0,43,셀린,3,3,0.0,0.0,6.0,1785,595,0.17
2026-02-17,2.0,73,샬럿,3,3,66.67,33.33,2.667,1785,595,0.17
2026-02-17,2.0,60,타지아,1,1,0.0,0.0,6.0,1785,595,0.06
2026-02-18,2.0,72,카티야,119,119,37.82,12.61,4.378,2517,839,4.73
2026-02-18,2.0,78,히스이,87,87,40.23,12.64,4.517,2517,839,3.46
2026-02-18,2.0,74,다르코,77,77,37.66,7.79,4.623,2517,839,3.06
2026-02-18,2.0,2,아야,71,71,46.48,15.49,4.31,2517,839,2.82
2026-02-18,2.0,64,바냐,67,67,38.81,11.94,4.284,2517,839,2.66
2026-02-18,2.0,86,펜리르,67,67,37.31,8.96,4.328,2517,839,2.66
2026-02-18,2.0,58,헤이즈,66,66,33.33,13.64,4.864,2517,839,2.62
2026-02-18,2.0,31,리오,59,59,28.81,5.08,5.102,2517,839,2.34
2026-02-18,2.0,65,데비&마를렌,59,59,37.29,18.64,4.373,2517,839,2.34
2026-02-18,2.0,21,로지,53,53,39.62,15.09,4.528,2517,839,2.11
2026-02-18,2.0,22,루크,53,53,37.74,11.32,4.358,2517,839,2.11
2026-02-18,2.0,67,아비게일,52,52,40.38,15.38,4.154,2517,839,2.07
2026-02-18,2.0,85,미르카,50,50,42.0,20.0,4.18,2517,839,1.99
2026-02-18,2.0,75,르노어,49,49,36.73,16.33,4.429,2517,839,1.95
2026-02-18,2.0,14,키아라,48,48,31.25,16.67,4.688,2517,839,1.91
2026-02-18,2.0,84,블레어,46,46,28.26,2.17,4.739,2517,839,1.83
2026-02-18,2.0,53,마커스,41,41,43.9,12.2,4.415,2517,839,1.63
2026-02-18,2.0,4,매그너스,39,39,43.59,7.69,4.205,2517,839,1.55
2026-02-18,2.0,20,레녹스,38,38,44.74,7.89,4.447,2517,839,1.51
2026-02-18,2.0,10,리 다이린,35,35,31.43,11.43,4.4,2517,839,1.39
2026-02-18,2.0,11,유키,35,35,31.43,14.29,4.543,2517,839,1.39
2026-02-18,2.0,82,슈린,35,35,25.71,0.0,5.171,2517,839,1.39
2026-02-18,2.0,33,니키,34,34,26.47,2.94,4.971,2517,839,1.35
2026-02-18,2.0,79,유스티나,34,34,32.35,8.82,4.294,2517,839,1.35
2026-02-18,2.0,1,재키,33,33,36.36,15.15,4.394,2517,839,1.31
2026-02-18,2.0,7,현우,33,33,36.36,21.21,4.273,2517,839,1.31
2026-02-18,2.0,18,쇼이치,33,33,36.36,21.21,4.242,2517,839,1.31
2026-02-18,2.0,27,알렉스,33,33,36.36,9.09,4.515,2517,839,1.31
2026-02-18,2.0,36,이바,33,33,39.39,9.09,4.333,2517,839,1.31
2026-02-18,2.0,70,츠바메,33,33,30.3,9.09,4.333,2517,839,1.31
2026-02-18,2.0,9,아이솔,32,32,34.38,12.5,4.438,2517,839,1.27
2026-02-18,2.0,29,레온,32,32,40.62,18.75,4.281,2517,839,1.27
2026-02-18,2.0,28,수아,30,30,20.0,3.33,5.767,2517,839,1.19
2026-02-18,2.0,71,케네스,30,30,40.0,6.67,4.333,2517,839,1.19
2026-02-18,2.0,25,버니스,29,29,34.48,3.45,4.724,2517,839,1.15
2026-02-18,2.0,42,비앙카,29,29,51.72,10.34,3.793,2517,839,1.15
2026-02-18,2.0,59,아이작,29,29,41.38,13.79,4.034,2517,839,1.15
2026-02-18,2.0,55,에스텔,28,28,46.43,7.14,3.964,2517,839,1.11
2026-02-18,2.0,77,유민,28,28,57.14,25.0,3.571,2517,839,1.11
2026-02-18,2.0,39,카밀로,25,25,32.0,12.0,5.08,2517,839,0.99
2026-02-18,2.0,63,이안,25,25,40.0,24.0,4.24,2517,839,0.99
2026-02-18,2.0,83,헨리,25,25,44.0,24.0,4.32,2517,839,0.99
2026-02-18,2.0,15,시셀라,24,24,45.83,29.17,3.5,2517,839,0.95
2026-02-18,2.0,49,펠릭스,24,24,41.67,8.33,4.042,2517,839,0.95
2026-02-18,2.0,76,가넷,24,24,33.33,16.67,4.583,2517,839,0.95
2026-02-18,2.0,81,니아,24,24,54.17,20.83,3.792,2517,839,0.95
2026-02-18,2.0,26,바바라,23,23,56.52,21.74,3.957,2517,839,0.91
2026-02-18,2.0,80,이슈트반,23,23,34.78,8.7,4.522,2517,839,0.91
2026-02-18,2.0,30,일레븐,22,22,18.18,4.55,5.045,2517,839,0.87
2026-02-18,2.0,46,에이든,22,22,40.91,27.27,4.273,2517,839,0.87
2026-02-18,2.0,50,엘레나,22,22,36.36,13.64,4.045,2517,839,0.87
2026-02-18,2.0,68,알론소,21,21,33.33,14.29,4.619,2517,839,0.83
2026-02-18,2.0,45,마이,20,20,35.0,15.0,4.85,2517,839,0.79
2026-02-18,2.0,48,띠아,20,20,55.0,10.0,3.7,2517,839,0.79
2026-02-18,2.0,69,레니,20,20,20.0,0.0,5.0,2517,839,0.79
2026-02-18,2.0,3,피오라,18,18,38.89,16.67,4.611,2517,839,0.72
2026-02-18,2.0,6,나딘,18,18,50.0,16.67,4.5,2517,839,0.72
2026-02-18,2.0,34,나타폰,18,18,38.89,16.67,4.556,2517,839,0.72
2026-02-18,2.0,35,얀,18,18,44.44,16.67,4.0,2517,839,0.72
2026-02-18,2.0,61,이렘,18,18,22.22,11.11,4.722,2517,839,0.72
2026-02-18,2.0,17,아드리아나,17,17,47.06,29.41,3.765,2517,839,0.68
2026-02-18,2.0,47,라우라,17,17,41.18,29.41,4.176,2517,839,0.68
2026-02-18,2.0,52,아디나,17,17,41.18,5.88,4.824,2517,839,0.68
2026-02-18,2.0,54,칼라,17,17,23.53,11.76,4.294,2517,839,0.68
2026-02-18,2.0,13,쇼우,16,16,31.25,6.25,4.562,2517,839,0.64
2026-02-18,2.0,16,실비아,16,16,43.75,18.75,4.25,2517,839,0.64
2026-02-18,2.0,19,엠마,16,16,50.0,18.75,4.062,2517,839,0.64
2026-02-18,2.0,12,혜진,14,14,78.57,28.57,2.643,2517,839,0.56
2026-02-18,2.0,23,캐시,14,14,57.14,7.14,3.286,2517,839,0.56
